prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: writer

Watch history:
1. Clue (1985)
2. Absent Minded Professor, The (1961)
3. Grumpy Old Men (1993)
4. Muppets From Space (1999)
5. Hocus Pocus (1993)
6. Going My Way (1944)
7. Gremlins (1984)
8. Mighty Ducks, The (1992)
9. Lethal Weapon 4 (1998)
10. Cool Runnings (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Clue (1985)
2. Absent Minded Professor, The (1961)
3. Grumpy Old Men (1993)
4. Muppets From Space (1999)
5. Hocus Pocus (1993)
6. Going My Way (1944)
7. Gremlins (1984)
8. Mighty Ducks, The (1992)
9. Lethal Weapon 4 (1998)
10. Cool Runnings (1993)",M,18-24,writer,765,Jack (1996)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: artist

Watch history:
1. Friday the 13th Part VIII: Jason Takes Manhattan (1989)
2. Friday the 13th Part VI: Jason Lives (1986)
3. Halloween 4: The Return of Michael Myers (1988)
4. Halloween: H20 (1998)
5. Halloween III: Season of the Witch (1983)
6. Halloween II (1981)
7. Halloween (1978)
8. Halloween: The Curse of Michael Myers (1995)
9. Halloween 5: The Revenge of Michael Myers (1989)
10. Godfather, The (1972)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Friday the 13th Part VIII: Jason Takes Manhattan (1989)
2. Friday the 13th Part VI: Jason Lives (1986)
3. Halloween 4: The Return of Michael Myers (1988)
4. Halloween: H20 (1998)
5. Halloween III: Season of the Witch (1983)
6. Halloween II (1981)
7. Halloween (1978)
8. Halloween: The Curse of Michael Myers (1995)
9. Halloween 5: The Revenge of Michael Myers (1989)
10. Godfather, The (1972)",M,35-44,artist,1252,Chinatown (1974)
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: executive/managerial

Watch history:
1. American Graffiti (1973)
2. Buddy Holly Story, The (1978)
3. Rocky (1976)
4. Deer Hunter, The (1978)
5. Barry Lyndon (1975)
6. Carnal Knowledge (1971)
7. Papillon (1973)
8. Tommy (1975)
9. Airport (1970)
10. Towering Inferno, The (1974)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. American Graffiti (1973)
2. Buddy Holly Story, The (1978)
3. Rocky (1976)
4. Deer Hunter, The (1978)
5. Barry Lyndon (1975)
6. Carnal Knowledge (1971)
7. Papillon (1973)
8. Tommy (1975)
9. Airport (1970)
10. Towering Inferno, The (1974)",M,45-49,executive/managerial,1206,"Clockwork Orange, A (1971)"
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Mighty Joe Young (1998)
2. Honey, I Blew Up the Kid (1992)
3. Love Bug, The (1969)
4. Flintstones, The (1994)
5. Next Karate Kid, The (1994)
6. Howard the Duck (1986)
7. Chinatown (1974)
8. L.A. Confidential (1997)
9. Fargo (1996)
10. Manchurian Candidate, The (1962)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Mighty Joe Young (1998)
2. Honey, I Blew Up the Kid (1992)
3. Love Bug, The (1969)
4. Flintstones, The (1994)
5. Next Karate Kid, The (1994)
6. Howard the Duck (1986)
7. Chinatown (1974)
8. L.A. Confidential (1997)
9. Fargo (1996)
10. Manchurian Candidate, The (1962)",F,25-34,technician/engineer,2186,Strangers on a Train (1951)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Victor/Victoria (1982)
2. Ruthless People (1986)
3. Indiana Jones and the Temple of Doom (1984)
4. For Your Eyes Only (1981)
5. Bamba, La (1987)
6. F/X (1986)
7. Young Sherlock Holmes (1985)
8. Pretty in Pink (1986)
9. Top Gun (1986)
10. High Fidelity (2000)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Victor/Victoria (1982)
2. Ruthless People (1986)
3. Indiana Jones and the Temple of Doom (1984)
4. For Your Eyes Only (1981)
5. Bamba, La (1987)
6. F/X (1986)
7. Young Sherlock Holmes (1985)
8. Pretty in Pink (1986)
9. Top Gun (1986)
10. High Fidelity (2000)",M,25-34,executive/managerial,3755,"Perfect Storm, The (2000)"
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: executive/managerial

Watch history:
1. Rosemary's Baby (1968)
2. Schindler's List (1993)
3. Star Wars: Episode I - The Phantom Menace (1999)
4. Client, The (1994)
5. Saving Private Ryan (1998)
6. American Beauty (1999)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. Boys Don't Cry (1999)
9. Bowfinger (1999)
10. Civil Action, A (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Rosemary's Baby (1968)
2. Schindler's List (1993)
3. Star Wars: Episode I - The Phantom Menace (1999)
4. Client, The (1994)
5. Saving Private Ryan (1998)
6. American Beauty (1999)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. Boys Don't Cry (1999)
9. Bowfinger (1999)
10. Civil Action, A (1998)",F,35-44,executive/managerial,2369,Desperately Seeking Susan (1985)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: scientist

Watch history:
1. Beverly Hills Cop III (1994)
2. 20 Dates (1998)
3. Honey, I Blew Up the Kid (1992)
4. Home Alone 2: Lost in New York (1992)
5. Major League: Back to the Minors (1998)
6. Jury Duty (1995)
7. Milk Money (1994)
8. Repossessed (1990)
9. Shining, The (1980)
10. Psycho (1960)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Beverly Hills Cop III (1994)
2. 20 Dates (1998)
3. Honey, I Blew Up the Kid (1992)
4. Home Alone 2: Lost in New York (1992)
5. Major League: Back to the Minors (1998)
6. Jury Duty (1995)
7. Milk Money (1994)
8. Repossessed (1990)
9. Shining, The (1980)
10. Psycho (1960)",M,18-24,scientist,1333,"Birds, The (1963)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Blade (1998)
2. Poltergeist (1982)
3. Blair Witch Project, The (1999)
4. Bram Stoker's Dracula (1992)
5. Nightmare on Elm Street, A (1984)
6. Gremlins (1984)
7. Rear Window (1954)
8. Big Lebowski, The (1998)
9. Blue Velvet (1986)
10. X-Files: Fight the Future, The (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Blade (1998)
2. Poltergeist (1982)
3. Blair Witch Project, The (1999)
4. Bram Stoker's Dracula (1992)
5. Nightmare on Elm Street, A (1984)
6. Gremlins (1984)
7. Rear Window (1954)
8. Big Lebowski, The (1998)
9. Blue Velvet (1986)
10. X-Files: Fight the Future, The (1998)",M,25-34,executive/managerial,3176,"Talented Mr. Ripley, The (1999)"
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: programmer

Watch history:
1. Beetlejuice (1988)
2. Splash (1984)
3. Legend (1985)
4. Willow (1988)
5. Labyrinth (1986)
6. Goonies, The (1985)
7. E.T. the Extra-Terrestrial (1982)
8. Dragonheart (1996)
9. NeverEnding Story, The (1984)
10. Touch of Evil (1958)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Beetlejuice (1988)
2. Splash (1984)
3. Legend (1985)
4. Willow (1988)
5. Labyrinth (1986)
6. Goonies, The (1985)
7. E.T. the Extra-Terrestrial (1982)
8. Dragonheart (1996)
9. NeverEnding Story, The (1984)
10. Touch of Evil (1958)",M,18-24,programmer,3435,Double Indemnity (1944)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: writer

Watch history:
1. Running Man, The (1987)
2. Back to the Future Part II (1989)
3. Cocoon (1985)
4. Star Trek III: The Search for Spock (1984)
5. Heavy Metal (1981)
6. Howard the Duck (1986)
7. Superman III (1983)
8. American Beauty (1999)
9. 28 Days (2000)
10. 10 Things I Hate About You (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Running Man, The (1987)
2. Back to the Future Part II (1989)
3. Cocoon (1985)
4. Star Trek III: The Search for Spock (1984)
5. Heavy Metal (1981)
6. Howard the Duck (1986)
7. Superman III (1983)
8. American Beauty (1999)
9. 28 Days (2000)
10. 10 Things I Hate About You (1999)",F,25-34,writer,3179,Angela's Ashes (1999)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Event Horizon (1997)
2. Poison Ivy (1992)
3. Desperate Measures (1998)
4. Crush, The (1993)
5. White Sands (1992)
6. Maximum Risk (1996)
7. I Know What You Did Last Summer (1997)
8. Four Rooms (1995)
9. Unforgettable (1996)
10. Volcano (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Event Horizon (1997)
2. Poison Ivy (1992)
3. Desperate Measures (1998)
4. Crush, The (1993)
5. White Sands (1992)
6. Maximum Risk (1996)
7. I Know What You Did Last Summer (1997)
8. Four Rooms (1995)
9. Unforgettable (1996)
10. Volcano (1997)",M,25-34,other,1003,Extreme Measures (1996)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: writer

Watch history:
1. Down Periscope (1996)
2. Herbie Goes Bananas (1980)
3. I Love Trouble (1994)
4. Amos & Andrew (1993)
5. Airheads (1994)
6. Apple Dumpling Gang Rides Again, The (1979)
7. Hero (1992)
8. Porky's (1981)
9. Soapdish (1991)
10. Repossessed (1990)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Down Periscope (1996)
2. Herbie Goes Bananas (1980)
3. I Love Trouble (1994)
4. Amos & Andrew (1993)
5. Airheads (1994)
6. Apple Dumpling Gang Rides Again, The (1979)
7. Hero (1992)
8. Porky's (1981)
9. Soapdish (1991)
10. Repossessed (1990)",M,18-24,writer,88,Black Sheep (1996)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: other

Watch history:
1. 42 Up (1998)
2. Time Code (2000)
3. Sid and Nancy (1986)
4. Children of a Lesser God (1986)
5. Tie Me Up! Tie Me Down! (1990)
6. Anna and the King (1999)
7. My Life as a Dog (Mitt liv som hund) (1985)
8. Amadeus (1984)
9. Matewan (1987)
10. Ordinary People (1980)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. 42 Up (1998)
2. Time Code (2000)
3. Sid and Nancy (1986)
4. Children of a Lesser God (1986)
5. Tie Me Up! Tie Me Down! (1990)
6. Anna and the King (1999)
7. My Life as a Dog (Mitt liv som hund) (1985)
8. Amadeus (1984)
9. Matewan (1987)
10. Ordinary People (1980)",F,35-44,other,1036,Die Hard (1988)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: other

Watch history:
1. Grumpier Old Men (1995)
2. Airplane II: The Sequel (1982)
3. Miracle on 34th Street (1994)
4. Amityville Horror, The (1979)
5. She's the One (1996)
6. Fly II, The (1989)
7. Gladiator (2000)
8. Patriot, The (2000)
9. X-Men (2000)
10. Mission: Impossible (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Grumpier Old Men (1995)
2. Airplane II: The Sequel (1982)
3. Miracle on 34th Street (1994)
4. Amityville Horror, The (1979)
5. She's the One (1996)
6. Fly II, The (1989)
7. Gladiator (2000)
8. Patriot, The (2000)
9. X-Men (2000)
10. Mission: Impossible (1996)",F,25-34,other,3148,"Cider House Rules, The (1999)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Clear and Present Danger (1994)
2. Ronin (1998)
3. Devil's Own, The (1997)
4. Supercop (1992)
5. Conspiracy Theory (1997)
6. Die Hard: With a Vengeance (1995)
7. Crow, The (1994)
8. Mask of Zorro, The (1998)
9. Peacemaker, The (1997)
10. Rush Hour (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Clear and Present Danger (1994)
2. Ronin (1998)
3. Devil's Own, The (1997)
4. Supercop (1992)
5. Conspiracy Theory (1997)
6. Die Hard: With a Vengeance (1995)
7. Crow, The (1994)
8. Mask of Zorro, The (1998)
9. Peacemaker, The (1997)
10. Rush Hour (1998)",M,25-34,other,423,Blown Away (1994)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: executive/managerial

Watch history:
1. Devil's Advocate, The (1997)
2. Ghost (1990)
3. Face/Off (1997)
4. Firm, The (1993)
5. Big Lebowski, The (1998)
6. Clear and Present Danger (1994)
7. Ransom (1996)
8. So I Married an Axe Murderer (1993)
9. Outbreak (1995)
10. Air Force One (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Devil's Advocate, The (1997)
2. Ghost (1990)
3. Face/Off (1997)
4. Firm, The (1993)
5. Big Lebowski, The (1998)
6. Clear and Present Danger (1994)
7. Ransom (1996)
8. So I Married an Axe Murderer (1993)
9. Outbreak (1995)
10. Air Force One (1997)",M,35-44,executive/managerial,165,Die Hard: With a Vengeance (1995)
"User profile (audit only):
- gender: M
- age: 56+
- occupation: technician/engineer

Watch history:
1. 28 Days (2000)
2. 10 Things I Hate About You (1999)
3. American Pie (1999)
4. Big Daddy (1999)
5. Bringing Out the Dead (1999)
6. Creepshow (1982)
7. Brokedown Palace (1999)
8. Dudley Do-Right (1999)
9. Down in the Delta (1998)
10. Frequency (2000)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. 28 Days (2000)
2. 10 Things I Hate About You (1999)
3. American Pie (1999)
4. Big Daddy (1999)
5. Bringing Out the Dead (1999)
6. Creepshow (1982)
7. Brokedown Palace (1999)
8. Dudley Do-Right (1999)
9. Down in the Delta (1998)
10. Frequency (2000)",M,56+,technician/engineer,2856,I Saw What You Did (1965)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Wings of Desire (Der Himmel über Berlin) (1987)
2. Right Stuff, The (1983)
3. Stand by Me (1986)
4. This Is Spinal Tap (1984)
5. Say Anything... (1989)
6. Purple Rose of Cairo, The (1985)
7. Women on the Verge of a Nervous Breakdown (1988)
8. Down by Law (1986)
9. Room with a View, A (1986)
10. Fabulous Baker Boys, The (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Wings of Desire (Der Himmel über Berlin) (1987)
2. Right Stuff, The (1983)
3. Stand by Me (1986)
4. This Is Spinal Tap (1984)
5. Say Anything... (1989)
6. Purple Rose of Cairo, The (1985)
7. Women on the Verge of a Nervous Breakdown (1988)
8. Down by Law (1986)
9. Room with a View, A (1986)
10. Fabulous Baker Boys, The (1989)",M,25-34,executive/managerial,2852,"Soldier's Story, A (1984)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Raisin in the Sun, A (1961)
2. Truman Show, The (1998)
3. Outlaw Josey Wales, The (1976)
4. Jacob's Ladder (1990)
5. Scream (1996)
6. Good Earth, The (1937)
7. Searchers, The (1956)
8. Risky Business (1983)
9. Sugarland Express, The (1974)
10. Stripes (1981)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Raisin in the Sun, A (1961)
2. Truman Show, The (1998)
3. Outlaw Josey Wales, The (1976)
4. Jacob's Ladder (1990)
5. Scream (1996)
6. Good Earth, The (1937)
7. Searchers, The (1956)
8. Risky Business (1983)
9. Sugarland Express, The (1974)
10. Stripes (1981)",M,25-34,other,1729,Jackie Brown (1997)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: clerical/admin

Watch history:
1. Halloween 5: The Revenge of Michael Myers (1989)
2. Sleepwalkers (1992)
3. Pet Sematary (1989)
4. Nightmare on Elm Street 5: The Dream Child, A (1989)
5. Freddy's Dead: The Final Nightmare (1991)
6. Poltergeist II: The Other Side (1986)
7. Tales from the Hood (1995)
8. Halloween 4: The Return of Michael Myers (1988)
9. Child's Play 2 (1990)
10. Halloween: The Curse of Michael Myers (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Halloween 5: The Revenge of Michael Myers (1989)
2. Sleepwalkers (1992)
3. Pet Sematary (1989)
4. Nightmare on Elm Street 5: The Dream Child, A (1989)
5. Freddy's Dead: The Final Nightmare (1991)
6. Poltergeist II: The Other Side (1986)
7. Tales from the Hood (1995)
8. Halloween 4: The Return of Michael Myers (1988)
9. Child's Play 2 (1990)
10. Halloween: The Curse of Michael Myers (1995)",M,25-34,clerical/admin,1388,Jaws 2 (1978)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: executive/managerial

Watch history:
1. Mad Max (1979)
2. Planet of the Apes (1968)
3. Repo Man (1984)
4. Brother from Another Planet, The (1984)
5. Flight of the Navigator (1986)
6. Fifth Element, The (1997)
7. Contact (1997)
8. Akira (1988)
9. Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)
10. Army of Darkness (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Mad Max (1979)
2. Planet of the Apes (1968)
3. Repo Man (1984)
4. Brother from Another Planet, The (1984)
5. Flight of the Navigator (1986)
6. Fifth Element, The (1997)
7. Contact (1997)
8. Akira (1988)
9. Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)
10. Army of Darkness (1993)",M,18-24,executive/managerial,2985,Robocop (1987)
